nzffdRecordNumber,Fragment number,Fragment name,institutionRecordNumber,eventDate,eventTime,institution,samplingPurpose,waterBody,waterBodyType,waterPermanence,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,decimalLongitude,decimalLatitude,recSegment,minimumElevation,distanceOcean,siteTidal,siteLandlocked,downstreamBarrier,eventLocationRemarks,siteReachLength,siteAverageWidth,minimumSampledDepth,maximumSampledDepth,waterLevel,waterColour,waterClarity,clarityMethod,waterTemperature,waterConductivity,waterDissolvedOxygenPercent,waterDissolvedOxygenPPM,waterPH,waterSalinity,habitatFlowPercent,habitatSubstratePercent,habitatInstreamCoverPresent,habitatRiparianVegPercent,samplingMethod,samplingProtocol,EfmNumberOfPasses,EfmVoltage,EfmPulseRate,EfmPulseRateWidth,EfmAnodeSize,EfmMinutes,EfmArea,NetsTrapsTotalNumber,NetsTrapsBaited,NetsTrapsMeshSize,NetsTrapsDayNight,NetsTrapsAverageSetTime,ObservationArea,taxonName,taxonCommonName,taxonRemarks,totalCount,present,soughtNotDetected,occurrenceRemarks,minLength,maxLength,indLengths,dataVersion
111542,1101003,Kauru River,4174,27/04/2011,12:30,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,10,18.53,,0.23,,,,,11.3,0.42,,11.3,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,20,,,,,,,,Galaxias cobitinis,Lowland longjaw galaxias,weight is 1.15g,1,FALSE,FALSE,,,,60,V2
111543,1101003,Kauru River,4175,19/05/2011,11:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,10,20.43,,0.28,,,,,8.2,0.48,,12.33,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,15,,,,,,,,Galaxias cobitinis,Lowland longjaw galaxias,weight is 1.24g,1,FALSE,FALSE,,,,65,V2
111543,1101003,Kauru River,4175,19/05/2011,11:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,10,20.43,,0.28,,,,,8.2,0.48,,12.33,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,15,,,,,,,,Gobiomorphus breviceps,Upland bully,,9,FALSE,FALSE,,,,"49,62,57,59,51,57,60,46,41",V2
111543,1101003,Kauru River,4175,19/05/2011,11:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,10,20.43,,0.28,,,,,8.2,0.48,,12.33,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,15,,,,,,,,Galaxias vulgaris,Canterbury galaxias,,2,FALSE,FALSE,,,,"66,69",V2
111544,1101003,Kauru River,4176,14/06/2011,11:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,14,,0.18,,,,,6.5,0.47,,12.95,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,15,,,,,,,,Salmo trutta,Brown trout,,3,FALSE,FALSE,,,,"122,121,114",V2
111544,1101003,Kauru River,4176,14/06/2011,11:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,14,,0.18,,,,,6.5,0.47,,12.95,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,15,,,,,,,,Gobiomorphus breviceps,Upland bully,,2,FALSE,FALSE,,,,"45,50",V2
111545,1101003,Kauru River,4177,21/07/2011,13:12,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,10,12.77,,0.16,,,,,6.3,0.42,,10.44,6.86,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,13,,,,,,,,Salmo trutta,Brown trout,,1,FALSE,FALSE,,,,146,V2
111545,1101003,Kauru River,4177,21/07/2011,13:12,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,10,12.77,,0.16,,,,,6.3,0.42,,10.44,6.86,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,13,,,,,,,,Gobiomorphus breviceps,Upland bully,,3,FALSE,FALSE,,,,"57,59,67",V2
111546,1101003,Kauru River,4178,31/08/2011,13:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,10,20.7,,0.34,,,,,9.3,0.35,,11.37,6.1,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,14,,,,,,,,Gobiomorphus breviceps,Upland bully,,5,FALSE,FALSE,,,,"35,53,60,51,48",V2
111546,1101003,Kauru River,4178,31/08/2011,13:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,10,20.7,,0.34,,,,,9.3,0.35,,11.37,6.1,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,14,,,,,,,,Galaxias cobitinis,Lowland longjaw galaxias,weight is 0.54g,1,FALSE,FALSE,,,,56,V2
111547,1101003,Kauru River,4179,22/09/2011,13:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,17.58,,0.2,,,,,14.1,0.39,,9.9,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,23,,,,,,,,Galaxias cobitinis,Lowland longjaw galaxias,"weights are 1.3,0.72g",2,FALSE,FALSE,,,,"65,56",V2
111547,1101003,Kauru River,4179,22/09/2011,13:00,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,17.58,,0.2,,,,,14.1,0.39,,9.9,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,23,,,,,,,,Gobiomorphus breviceps,Upland bully,,3,FALSE,FALSE,,,,"49,40,44",V2
111548,1101003,Kauru River,4180,11/11/2011,12:30,Department of Conservation Otago,,Kauru River,Not Entered,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,,,,,,,,12.9,0.42,,10.17,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,18,,,,,,,,Gobiomorphus breviceps,Upland bully,,32,FALSE,FALSE,,,,"58,60,65,53,49,51,58,67,72,64,42,60,54,60,56,52,53,51,44,55,58,59,57,49,52,53,57,67,47,46,47,34",V2
111548,1101003,Kauru River,4180,11/11/2011,12:30,Department of Conservation Otago,,Kauru River,Not Entered,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,,,,,,,,12.9,0.42,,10.17,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,18,,,,,,,,Salmo trutta,Brown trout,,9,FALSE,FALSE,,,,"38,48,42,40,43,43,37,46,46",V2
111548,1101003,Kauru River,4180,11/11/2011,12:30,Department of Conservation Otago,,Kauru River,Not Entered,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,,,,,,,,12.9,0.42,,10.17,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,18,,,,,,,,Galaxias cobitinis,Lowland longjaw galaxias,"weights are 1.56,0.85,1.5,1.25,0.3g",5,FALSE,FALSE,,,,"61,54,66,61,37",V2
111548,1101003,Kauru River,4180,11/11/2011,12:30,Department of Conservation Otago,,Kauru River,Not Entered,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,,,,,,,,12.9,0.42,,10.17,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,18,,,,,,,,Galaxias,Unidentified galaxiid,juvenile gal,8,FALSE,FALSE,,,,"32,34,31,29,32,24,27,22",V2
111549,1101003,Kauru River,4181,29/11/2011,,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,19.1,,0.3,,,,,18.7,0.52,,10.54,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,24,,,,,,,,Galaxias cobitinis,Lowland longjaw galaxias,"weights are 1.66,2.07,1.68,0.4g",4,FALSE,FALSE,,,,"64,74,64,39",V2
111549,1101003,Kauru River,4181,29/11/2011,,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,19.1,,0.3,,,,,18.7,0.52,,10.54,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,24,,,,,,,,Galaxias,Unidentified galaxiid,juvenile gal,4,FALSE,FALSE,,,,"37,30,32,32",V2
111549,1101003,Kauru River,4181,29/11/2011,,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,19.1,,0.3,,,,,18.7,0.52,,10.54,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,24,,,,,,,,Galaxias vulgaris,Canterbury galaxias,,1,FALSE,FALSE,,,,69,V2
111549,1101003,Kauru River,4181,29/11/2011,,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,19.1,,0.3,,,,,18.7,0.52,,10.54,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,24,,,,,,,,Salmo trutta,Brown trout,,5,FALSE,FALSE,,,,"59,61,59,56,52",V2
111549,1101003,Kauru River,4181,29/11/2011,,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,19.1,,0.3,,,,,18.7,0.52,,10.54,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,24,,,,,,,,Gobiomorphus breviceps,Upland bully,,17,FALSE,FALSE,,,,"68,72,54,58,65,54,63,62,53,53,62,58,51,57,52,47,36",V2
111550,1101003,Kauru River,4182,19/12/2011,,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,11.65,,0.13,,,,,20.6,0.66,,9.13,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,15,,,,,,,,Gobiomorphus breviceps,Upland bully,,26,FALSE,FALSE,,,,"60,57,60,85,76,53,50,69,62,59,75,60,63,52,58,43,50,55,55,59,55,51,54,50,56,45",V2
111550,1101003,Kauru River,4182,19/12/2011,,Department of Conservation Otago,,Kauru River,River,Unknown,,717.04,Kakanui River,1424113,5004615,-45.090057,170.76486,14223685,77,25.12,u,u,u,,,11.65,,0.13,,,,,20.6,0.66,,9.13,,,,,,,Electric fishing - Backpack,Unknown,,,,,Large,15,,,,,,,,Salmo trutta,Brown trout,,10,FALSE,FALSE,,,,"86,72,80,78,78,75,83,75,82,71",V2
