Card,Date,Year,Catchment name,Fragment number,Fragment name,Catch No,Time,Locality,Observer,Altitude,Distance,Organisation,Map no,Easting,Northing,REC number,Fishing method,Passes,Length fished,Area fished
3665,,1981,Taieri River,1161026,Stony Creek,743.256,,Stony Creek,,805,121,unk,H43,2268300,5508900,14052098,unk,,,
7813,1,1987,Taieri River,1161017,Canton Stream,743.139,1445,Canton Stream,,510,85,otfg,H44,2272100,5490700,14057667,ef,2,,40
7814,1,1987,Taieri River,1161016,Lee Stream,743.13,1600,Lee Stream,,450,81,otfg,H44,2274800,5490600,14057733,ef,1,,53
11201,6,1989,Taieri River,1161011,Whare Creek,743.09,1000,Whare Creek,,340,52,uoo,I44,2312300,5485400,14058877,han,,,20
10930,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Ratty Creek,,790,120,uoo,H43,2268900,5509400,14051945,efp,1,,5
10931,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Ratty Creek,,790,120,uoo,H43,2268900,5509400,14051945,efp,1,,24
10932,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Ratty Creek,,790,120,uoo,H43,2268800,5509500,14051945,efp,1,,11
10933,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Ratty Creek,,810,121,uoo,H43,2268300,5509900,14051725,efp,1,,11
10934,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Ratty Creek,,790,120,uoo,H43,2268800,5509500,14051945,efp,1,,5
10935,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Ratty Creek,,810,121,uoo,H43,2268300,5509900,14051725,efp,1,,10
10936,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek tributary,,870,124,uoo,H43,2266600,5508300,14051890,efp,1,,4
10937,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek tributary,,880,124,uoo,H43,2266400,5508800,14051890,efp,1,,4
10938,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek tributary,,880,124,uoo,H43,2266500,5508800,14051890,efp,1,,21
10939,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek tributary,,880,124,uoo,H43,2266500,5508800,14051890,efp,1,,3
10940,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek tributary,,890,125,uoo,H43,2266100,5509100,14051890,efp,1,,8
10941,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek tributary,,890,125,uoo,H43,2266100,5509100,14051890,efp,1,,3
10965,1,1990,Taieri River,1161016,Lee Stream,743.13,day,Lee Stream,,430,82,uoo,H44,2274500,5490500,14057755,efp,1,,18
10973,1,1990,Taieri River,1161017,Canton Stream,743.139,day,Canton Stream,,480,83,uoo,H44,2273600,5490800,14057539,efp,1,,6
10974,1,1990,Taieri River,1161017,Canton Stream,743.139,day,Canton Stream,,480,83,uoo,H44,2273600,5490800,14057539,efp,1,,18
10975,1,1990,Taieri River,1161017,Canton Stream,743.139,day,Canton Stream,,490,84,uoo,H44,2273000,5490500,14057718,efp,1,,11
10976,1,1990,Taieri River,1161017,Canton Stream,743.139,day,Canton Stream,,510,85,uoo,H44,2272100,5490600,14057667,efp,1,,7
10977,1,1990,Taieri River,1161017,Canton Stream,743.139,day,Canton Stream,,510,85,uoo,H44,2272100,5490600,14057667,efp,1,,15
10978,1,1990,Taieri River,1161017,Canton Stream,743.139,day,Canton Stream,,510,85,uoo,H44,2272100,5490600,14057667,efp,1,,
10993,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek,,805,121,uoo,H43,2268200,5508900,14052098,efp,1,,33
10994,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek,,805,121,uoo,H43,2268200,5508900,14052098,efp,1,,33
10995,1,1990,Taieri River,1161026,Stony Creek,743.256,day,Stony Creek,,870,124,uoo,H43,2266500,5508200,14052274,efp,1,,14
11811,1,1990,Taieri River,1161012,Smugglers Creek,743.12,day,Smugglers Creek,,170,43,uoo,I44,2293600,5483000,14060065,efp,1,,35
11812,1,1990,Taieri River,1161012,Smugglers Creek,743.12,day,Smugglers Creek,,170,43,uoo,I44,2293600,5483000,14060065,efp,1,,11
11813,1,1990,Taieri River,1161012,Smugglers Creek,743.12,day,Smugglers Creek,,200,43,uoo,I44,2293200,5483300,14059655,efp,1,,17
11814,1,1990,Taieri River,1161012,Smugglers Creek,743.12,day,Smugglers Creek,,200,43,uoo,I44,2293200,5483300,14059655,efp,1,,18
11817,2,1990,Taieri River,1161002,Shepard Stream,743.05, ,Shepherd Stream, ,380,41,uoo,h44,2273700,5473800,14062661,efp,1, ,13
11818,2,1990,Taieri River,1161002,Shepard Stream,743.05,day,Shepherd Stream,,380,41,uoo,H44,2273700,5473800,14062661,efp,1,,9
11819,2,1990,Taieri River,1161002,Shepard Stream,743.05, ,Shepherd Stream tributary, ,400,42,uoo,h44,2272800,5473600,14062637,efp,1, ,20
11820,2,1990,Taieri River,1161002,Shepard Stream,743.05,day,Shepherd Stream tributary,,400,42,uoo,H44,2272800,5473600,14062742,efp,1,,11
11821,2,1990,Taieri River,1161002,Shepard Stream,743.05,day,Shepherd Stream tributary,,420,42,uoo,H44,2273200,5473200,14062755,efp,1,,3
5810,2,1992,Taieri River,1161021,Deep Stream,743.18,1130,Deep Stream,,730,132,uoo,H44,2262700,5492700,14057061,efp,1,,30
5811,2,1992,Taieri River,1161021,Deep Stream,743.18,1430,Barbours Stream,,700,133,uoo,H44,2265000,5490500,14057536,efp,1,,12
15617,12,1992,Taieri River,1161011,Whare Creek,743.09,1400,Whare Creek,,340,52,uoo,I44,2312300,5485600,14058877,han,,,1
15922,2,1992,Taieri River,1161017,Canton Stream,743.139,1200,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
15923,6,1992,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
15924,9,1992,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
15925,12,1992,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
12370,7,1993,Taieri River,1161014,Broad Stream,743.136,900,Broad Stream, ,520,92,uoo,h44,2268500,5488100,14058363,efp,1, ,6
12371,7,1993,Taieri River,1161014,Broad Stream,743.136,900,Broad Stream, ,520,92,uoo,h44,2268500,5488100,14058363,efp,0, ,100
16126,3,1993,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
16127,9,1993,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
16128,9,1993,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
16129,11,1993,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
16130,1,1994,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057537,efp,3,,48
16131,4,1994,Taieri River,1161017,Canton Stream,743.139,930,Canton Stream,,540,87,uoo,H44,2271300,5491000,14057550,efp,3,,48
12374,9,1995,Taieri River,1161003,Lake Mahinerangi tributary 1,743.05,1000,Lake Mahinerangi tributary, ,470,48,doco,h44,2277800,5477500,14061772,efp,1, ,80
5812,1,1996,Taieri River,1161004,Post Office Creek,743.053,1600,Post Office Creek tributary,,540,52,niwa,H44,2280500,5477500,14061688,efp,1,,25
5813,1,1996,Taieri River,1161004,Post Office Creek,743.053,1430,Post Office Creek tributary,,570,53,niwa,H44,2280700,5476800,0,efp,1,,20
5814,1,1996,Taieri River,1161004,Post Office Creek,743.053,1500,Post Office Creek,,550,53,niwa,H44,2281000,5477200,14061739,efp,1,,30
5815,1,1996,Taieri River,1161003,Lake Mahinerangi tributary 1,743.05,1100,Lake Mahinerangi tributary, ,420,47,niwa,h44,2277200,5477300,14061792,obs, , ,6
15642,3,1996,Taieri River,1161006,Lake Mahinerangi tributary 3,743.05,1430,Lake Mahinerangi tributary,,420,51,doco,H44,2271600,5475300,14062196,efp,1,,20
15643,3,1996,Taieri River,1161007,Lake Mahinerangi tributary 4,743.05,1515,Lake Mahinerangi tributary,,420,52,doco,H44,2270500,5475400,14062055,efp,1,,1
15902,5,1996,Taieri River,1161006,Lake Mahinerangi tributary 3,743.05,night,Lake Mahinerangi tributary,,420,51,doco,H44,2271700,5475300,14062196,gmt,,,1
15903,5,1996,Taieri River,1161008,Lake Mahinerangi tributary 5,743.054,night,Pioneer Stream tributary,,420,53,doco,H44,2270300,5475200,14062236,gmt,,,1
15904,5,1996,Taieri River,1161003,Lake Mahinerangi tributary 1,743.05,night,Lake Mahinerangi tributary,,440,47,doco,H44,2277500,5477000,14061876,gmt,,,1
15905,5,1996,Taieri River,1161003,Lake Mahinerangi tributary 1,743.05,night,Lake Mahinerangi tributary,,450,47,doco,H44,2277500,5477200,14061772,gmt,,,1
15906,5,1996,Taieri River,1161003,Lake Mahinerangi tributary 1,743.05,night,Lake Mahinerangi tributary,,460,48,doco,H44,2277800,5477000,14061876,gmt,,,2
15921,5,1996,Taieri River,1161011,Whare Creek,743.09,1600,Whare Creek,,340,52,doco,I44,2312300,5485500,14058877,efp,1,,10
117567,9,1996,Tokomairiro River,1161031,Tokomairiro River West Branch tributary 1,748,1400,Tokomairiro River West Branch tributary, ,438,51,doco, ,2268700,5466000,14064164,han,1, ,1
109036,5,1999,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264613,5491648,14057270,efp,,,
109049,5,1999,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264501,5491891,14057270,efp,,,
109062,5,1999,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,621,128,doco,I44,2264504,5492860,14056886,efp,,,
109087,5,1999,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312760,5486534,14058877,efp, , , 
109100,6,1999,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312901,5485948,14058877,efp, , , 
109113,4,1999,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312357,5485553,14058877,efp, , , 
109037,5,2000,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264613,5491648,14057270,efp,,,
109050,4,2000,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264501,5491891,14057270,efp,,,
109063,6,2000,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,621,128,doco,I44,2264504,5492860,14056886,efp,,,
109088,4,2000,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312760,5486534,14058877,efp, , , 
109101,5,2000,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312901,5485948,14058877,efp, , , 
109115,3,2000,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312357,5485553,14058877,efp, , , 
21687,3,2001,Taieri River,1161012,Smugglers Creek,743.12,1320,Smugglers Creek,,160,42,uoo,I44,2293800,5482700,14060065,efp,2,,30
109038,5,2001,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264613,5491648,14057270,efp,,,
109102,6,2001,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312901,5485948,14058877,efp, , , 
109116,6,2001,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312357,5485553,14058877,efp, , , 
109039,6,2002,Taieri River,1161021,Deep Stream,743.18, ,Barbours Stream, ,706,130,rdcl,I44,2264613,5491648,14057270,efp, , , 
109051,6,2002,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,rdcl,I44,2264501,5491891,14057270,efp,,,136.2
109064,6,2002,Taieri River,1161021,Deep Stream,743.18, ,Barbours Stream, ,621,128,rdcl,I44,2264504,5492860,14056886,efp, , , 
109089,6,2002,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312760,5486534,14058877,efp, , , 
109103,5,2002,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312901,5485948,14058877,efp, , , 
109117,5,2002,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312357,5485553,14058877,efp, , , 
109040,3,2003,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,rdcl,I44,2264613,5491648,14057270,efp,,,141.6
109052,3,2003,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,rdcl,I44,2264501,5491891,14057270,efp,,,154.8
109065,4,2003,Taieri River,1161021,Deep Stream,743.18, ,Barbours Stream, ,621,128,rdcl,I44,2264504,5492860,14056886,efp, , , 
109090,4,2003,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,rdcl,I44,2312760,5486534,14058877,efp, , , 
109104,3,2003,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,rdcl,I44,2312901,5485948,14058877,efp, , , 
109119,4,2003,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,rdcl,I44,2312357,5485553,14058877,efp, , , 
26473,3,2004,Taieri River,1161026,Stony Creek,743.256,1245,Stony Creek,,805,121,orc,H43,2268200,5508900,14052098,efp,1,,
26504,11,2004,Taieri River,1161008,Lake Mahinerangi tributary 5,743.054,1400,Pioneer Stream tributary, ,440,53,doco,h44,2270200,5475500,14062235,efp,1, ,250
109041,3,2004,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264613,5491648,14057270,efp,,,204
109053,3,2004,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264501,5491891,14057270,efp,,,151.8
109066,4,2004,Taieri River,1161021,Deep Stream,743.18, ,Barbours Stream, ,621,128,doco,I44,2264504,5492860,14056886,efp, , , 
109091,4,2004,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312760,5486534,14058877,efp, , , 
109105,3,2004,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312901,5485948,14058877,efp, , , 
109120,2,2004,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312357,5485553,14058877,efp, , , 
26028,2,2005,Taieri River,1161005,Lake Mahinerangi tributary 2,743.05,1000,Lake Mahinerangi tributary,,420,48,doco,H44,2272200,5474700,14062282,efp,1,,
26029,2,2005,Taieri River,1161005,Lake Mahinerangi tributary 2,743.05,1300,Lake Mahinerangi tributary,,420,48,doco,H44,2272200,5474700,14062282,efp,1,,
26030,2,2005,Taieri River,1161004,Post Office Creek,743.053,1540,Post Office Creek,,615,54,doco,H44,2282000,5476900,14061820,han,,,3
26031,2,2005,Taieri River,1161004,Post Office Creek,743.053,1500,Post Office Creek,,630,54,doco,H44,2282100,5476800,14061820,han,,,2
26032,2,2005,Taieri River,1161003,Lake Mahinerangi tributary 1,743.05,1251,Lake Mahinerangi tributary, ,420,47,doco,h44,2277300,5477000,14061876,efp,1, , 
26034,2,2005,Taieri River,1161009,Pioneer Stream tributary,743.054,1325,Pioneer Stream tributary,,415,54,doco,H44,2268300,5476200,14061674,han,,,30
26040,2,2005,Taieri River,1161009,Pioneer Stream tributary,743.054,1325,Pioneer Stream tributary, ,415,54,doco,h44,2268700,5476300,14061867,han, , ,1
26041,2,2005,Taieri River,1161006,Lake Mahinerangi tributary 3,743.05,1630,Lake Mahinerangi tributary,,410,51,doco,H44,2271700,5475400,14062196,han,,,1
26194,3,2005,Tokomairiro River,1161028,Tokomairiro River East Branch tributary 1,748.04,1310,Tokomairiro River East Branch tributary,,435,45,doco,H45,2275000,5467000,14064104,han,,,35
26195,3,2005,Tokomairiro River,1161028,Tokomairiro River East Branch tributary 1,748.04,1230,Tokomairiro River East Branch tributary,,460,45,doco,H45,2274900,5466900,14064104,han,,,60
26437,3,2005,Taieri River,1161001,Meggat Burn tributary,743.05,1425,Meggat Burn tributary,,580,36,doco,H45,2271100,5469900,14063619,efp,1,,50
26438,3,2005,Tokomairiro River,1161032,Tokomairiro River West Branch tributary 2,748,1300,Tokomairiro River West Branch tributary,,600,56,doco,H45,2270300,5468600,14063889,han,,,2
26443,3,2005,Tokomairiro River,1161030,Tokomairiro River East Branch tributary 3,748.04,1615,Tokomairiro River East Branch tributary, ,500,49,doco,h45,2272700,5468500,14063864,han, , ,50
26444,3,2005,Tokomairiro River,1161030,Tokomairiro River East Branch tributary 3,748.04,1540,Tokomairiro River East Branch tributary,,515,49,doco,H45,2272400,5468500,0,han,,,50
26445,3,2005,Tokomairiro River,1161033,Tokomairiro River West Branch tributary 3,748,1500,Tokomairiro River West Branch tributary,,540,57,doco,H45,2271100,5468900,14063754,han,,,40
26447,3,2005,Tokomairiro River,1161031,Tokomairiro River West Branch tributary 1,748,1230,Tokomairiro River West Branch tributary,,460,53,doco,H45,2268600,5466000,14064164,han,1,,30
26455,2,2005,Taieri River,1161008,Lake Mahinerangi tributary 5,743.054, ,Pioneer Stream tributary, ,420,53,doco,h44,2270300,5475200,14062236,gmt, , ,1
26461,2,2005,Taieri River,1161006,Lake Mahinerangi tributary 3,743.05,1145,Lake Mahinerangi tributary, ,415,51,doco,h44,2271600,5475500,14062196,gmt, , ,2
26510,1,2005,Taieri River,1161021,Deep Stream,743.18,day,Barbours Stream,,680,132,doco,H44,2264615,5491649,14057271,efp,1,,
26511,1,2005,Taieri River,1161011,Whare Creek,743.096,1200,Whare Creek,,390,53,doco,I44,2312600,5485800,14058877,efp,3,,
26512,3,2005,Taieri River,1161011,Whare Creek,743.096,1100,Whare Creek,,340,52,doco,I44,2312300,5485500,14058877,efp,3,,
26515,3,2005,Taieri River,1161021,Deep Stream,743.18,day,Barbours Stream,,665,132,doco,H44,2264400,5491800,14057271,efp,3,,
26516,4,2005,Taieri River,1161021,Deep Stream,743.18,day,Barbours Stream,,600,131,doco,H44,2264503,5492874,14056887,efp,3,,
26562,4,2005,Taieri River,1161021,Deep Stream,743.18,day,Barbours Stream,,600,131,doco,H44,2264500,5492800,14056887,efp,3,,
26997,3,2005,Taieri River,1161001,Meggat Burn tributary,743.05,1645,Meggat Burn tributary,,495,35,doco,H45,2272747,5469358,14063609,efp,1,,50
109054,3,2005,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264501,5491891,14057270,efp,,,161.4
109092,5,2005,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312760,5486534,14058877,efp, , , 
109042,3,2006,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264613,5491648,14057270,efp,,,184
109055,3,2006,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264501,5491891,14057270,efp,,,131.4
109067,5,2006,Taieri River,1161021,Deep Stream,743.18, ,Barbours Stream, ,621,128,doco,I44,2264504,5492860,14056886,efp, , , 
109074,5,2006,Taieri River,1161005,Lake Mahinerangi tributary 2,743.05, ,Lake Mahinerangi tributary, ,415,47,doco,H44,2272260,5474735,14062282,tfu, , ,1
109080,5,2006,Taieri River,1161004,Post Office Creek,743.053, ,Post Office Creek tributary, ,600,52,doco,H44,2282062,5477121,14061820,tfu, , ,1
109093,2,2006,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312760,5486534,14058877,efp, , , 
109106,3,2006,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312901,5485948,14058877,efp, , , 
109121,2,2006,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312357,5485553,14058877,efp, , , 
28488,5,2007,Taieri River,1161024,Three O'Clock Stream tributary 2,743.16,1130,Three O'clock Stream tributary,,500,92,doco,I43,2307679,5508649,14052155,efp,1,,50
28489,5,2007,Taieri River,1161024,Three O'Clock Stream tributary 2,743.16,1200,Three O'clock Stream tributary, ,510,92,doco,i43,2307734,5508614,14052155,efp,1, ,50
28490,5,2007,Taieri River,1161023,Three O'Clock Stream tributary 1,743.16,1230,Three O'clock Stream tributary,,510,82,doco,I43,2307485,5507872,14052302,efp,1,,50
31036,4,2007,Taieri River,1161025,Sutton Stream lower,744,1400,Sutton Stream, ,220,96,orc,h43,2283200,5508400,14052240,ef,3, ,80
109043,2,2007,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264613,5491648,14057270,efp,,,150.4
109056,2,2007,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264501,5491891,14057270,efp,,,122.4
109068,3,2007,Taieri River,1161021,Deep Stream,743.18, ,Barbours Stream, ,621,128,doco,I44,2264504,5492860,14056886,efp, , , 
109075,3,2007,Taieri River,1161005,Lake Mahinerangi tributary 2,743.05, ,Lake Mahinerangi tributary, ,415,47,doco,H44,2272260,5474735,14062282,tfu, , ,1
109081,3,2007,Taieri River,1161004,Post Office Creek,743.053, ,Post Office Creek tributary, ,600,52,doco,H44,2282062,5477121,14061820,tfu, , ,1
109094,2,2007,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312760,5486534,14058877,efp, , , 
109107,2,2007,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312901,5485948,14058877,efp, , , 
109122,2,2007,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312357,5485553,14058877,efp, , , 
31804,10,2008,Taieri River,1161019,Deep Stream tributary 1,743.18,1300,Deep Stream tributary,,525,123,doco,H44,2266649,5498311,14055371,efp,1,,
31805,10,2008,Taieri River,1161019,Deep Stream tributary 1,743.18,1300,Deep Stream tributary, ,525,123,doco,H44,2266650,5498315,14055371,efp,1, , 
31806,10,2008,Taieri River,1161018,Deep Creek,743.187,1300,Deep Creek tributary,,777,126,doco,H43,2266368,5504565,14053492,efp,1,,
31807,10,2008,Taieri River,1161018,Deep Creek,743.059,1355,Flat Creek,,888,129,doco,H43,2264724,5503973,14053670,efp,1,,
31808,10,2008,Taieri River,1161020,Deep Stream tributary 2,743.18,1600,Deep Stream tributary,,551,126,doco,H44,2267297,5495543,14056164,efp,1,,
31809,10,2008,Taieri River,1161022,Clarkes Stream tributary,743.188,1330,Clarkes Stream tributary,,599,131,doco,H44,2266300,5492617,14056975,efp,1,,
31810,10,2008,Taieri River,1161022,Clarkes Stream tributary,743.188, ,Clarkes Stream tributary, ,585,131,doco,H44,2266410,5492800,14056975,efp,1, , 
31811,10,2008,Taieri River,1161022,Clarkes Stream tributary,743.188,1400,Clarkes Stream tributary,,640,132,doco,H44,2265813,5492206,14056975,obs,,,1
31812,10,2008,Taieri River,1161021,Deep Stream,743.189,1125,Devils Creek,,851,136,doco,H44,2261648,5490050,14057651,efp,1,,
31813,10,2008,Taieri River,1161021,Deep Stream,743.189,1045,Fiddlers Creek,,848,135,doco,H44,2262258,5490293,14057664,efp,1,,
31814,10,2008,Taieri River,1161021,Deep Stream,743.189,1240,Devils Creek tributary,,840,136,doco,H44,2261367,5490801,14057617,efp,1,,
31815,10,2008,Taieri River,1161021,Deep Stream,743.18,1420,Deep Stream tributary,,535,128,doco,H44,2265595,5494536,14056526,efp,1,,
31816,10,2008,Taieri River,1161021,Deep Stream,743.18,1200,Deep Stream,,572,130,doco,H44,2264340,5493368,14056886,efp,1,,
31817,10,2008,Taieri River,1161021,Deep Stream,743.18,1200,Deep Stream, ,571,130,doco,H44,2264360,5493370,14056886,efp,1, , 
31818,10,2008,Taieri River,1161015,Lee Stream tributary,743.18,1600,Lee Stream tributary,,505,84,doco,H44,2274875,5493677,14056694,efp,1,,
31820,10,2008,Taieri River,1161020,Deep Stream tributary 2,743.18,1500,Deep Stream tributary,,510,125,doco,H44,2267489,5496144,14056007,efp,1,,
31821,10,2008,Taieri River,1161021,Deep Stream,743.189,1020,Devils Creek tributary, ,18,21,doco,H44,2262698,5490877,14057578,efp,1, , 
31822,10,2008,Taieri River,1161020,Deep Stream tributary 2,743.18,1600,Deep Stream tributary, ,523,126,doco,H44,2267460,5495901,14056164,efp,1, , 
31823,10,2008,Taieri River,1161020,Deep Stream tributary 2,743.18,1600,Deep Stream tributary, ,523,126,doco,H44,2267460,5495885,14056164,efp,1, , 
109044,3,2008,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264613,5491648,14057270,efp,,,152.8
109057,3,2008,Taieri River,1161021,Deep Stream,743.18,,Barbours Stream,,706,130,doco,I44,2264501,5491891,14057270,efp,,,122.4
109069,3,2008,Taieri River,1161021,Deep Stream,743.18, ,Barbours Stream, ,621,128,doco,I44,2264504,5492860,14056886,efp, , , 
109076,3,2008,Taieri River,1161005,Lake Mahinerangi tributary 2,743.05, ,Lake Mahinerangi tributary, ,415,47,doco,H44,2272260,5474735,14062282,tfu, , ,1
109082,3,2008,Taieri River,1161004,Post Office Creek,743.053, ,Post Office Creek tributary, ,600,52,doco,H44,2282062,5477121,14061820,tfu, , ,1
109095,3,2008,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312760,5486534,14058877,efp, , , 
109108,3,2008,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312901,5485948,14058877,efp, , , 
109123,2,2008,Taieri River,1161011,Whare Creek,743.09, ,Whare Creek, ,355,50,doco,I44,2312357,5485553,14058877,efp, , , 
31762,9,2009,Taieri River,1161002,Shepard Stream,743.05,1645,Shepherd Stream tributary,,476,43,doco,H44,2272300,5473800,14062637,efp,1,,
31763,9,2009,Taieri River,1161002,Shepard Stream,743.05,1200,Shepherd Stream tributary, ,451,42,doco,H44,2272500,5473300,14062712,efp, , , 
31764,9,2009,Taieri River,1161002,Shepard Stream,743.05,1200,Shepherd Stream tributary,,402,41,doco,H44,2273400,5473400,14062755,efp,,,
