card,Month,Year,Catchment name,Fragment number,Fragment name,Catch No
107574,11,2013,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
107576,11,2013,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
107577,11,2013,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
107578,11,2013,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
107579,11,2013,Selwyn River,1491047,Waianiwaniwa River,680.05
100743,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100744,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100745,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100746,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100747,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100748,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100749,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100750,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100751,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100752,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100753,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100754,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100755,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100756,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100757,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100758,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100759,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100760,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100761,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100762,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100763,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100764,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100765,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100766,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100767,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100768,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100769,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100770,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100771,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100772,1,2014,Waihao River,1491122,Buchanans Creek,709.011
100779,1,2014,Makikihi,1491114,Unnamed stream Makikihi 2,706.5
100780,1,2014,Makikihi,1491114,Unnamed stream Makikihi 2,706.5
100781,1,2014,Hook River,1491117,Hook River tributary,707
100782,1,2014,Hook River,1491117,Hook River tributary,707
102084,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102085,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102086,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102087,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102088,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102089,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102090,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102091,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102092,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102093,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102094,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102095,4,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102096,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102097,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102098,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102099,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102100,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102101,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102102,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102103,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102104,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102105,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102106,7,2014,Selwyn River,1491031,Selwyn River tributary 1,680
102107,5,2014,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
102108,5,2014,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
102109,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102110,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102111,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102112,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102113,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102114,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102115,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102116,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102117,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102118,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102119,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102120,7,2014,Selwyn River,1491036,Hororata River tributary 2,680.04
102515,9,2014,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
102519,5,2014,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688
102520,5,2014,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688
102526,6,2014,Morven Drain,1491126,Dog Kennel Stream,710.02
102527,6,2014,Morven Drain,1491126,Dog Kennel Stream,710.02
102528,6,2014,Morven Drain,1491126,Dog Kennel Stream,710.02
102533,6,2014,Waitaki River,1491135,Waitaki River tributary wetland 2,711
102540,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04
102541,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04
102542,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04
102543,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04
102544,6,2014,Selwyn River,1491038,Hororata River tributary 4,680.04
102546,5,2014,Avon River,1491030,Avon River pond (Translocation),666
102555,6,2014,Selwyn River,1491037,Hororata River tributary 3,680.04
102556,9,2014,Kohika Stream,1491110,Kohika Stream,704
102557,9,2014,Kohika Stream,1491110,Kohika Stream,704
102558,9,2014,Kohika Stream,1491110,Kohika Stream,704
102559,9,2014,Kohika Stream,1491110,Kohika Stream,704
102560,9,2014,Kohika Stream,1491110,Kohika Stream,704
102561,9,2014,Kohika Stream,1491110,Kohika Stream,704
102562,9,2014,Kohika Stream,1491110,Kohika Stream,704
102567,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102568,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102569,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102570,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102571,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102572,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102573,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102574,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102575,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102576,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102577,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102578,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102579,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102580,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102581,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704
102583,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102584,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102585,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102586,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102587,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102588,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102589,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102590,9,2014,Kohika Stream,1491110,Kohika Stream,704
102591,9,2014,Kohika Stream,1491110,Kohika Stream,704
102592,9,2014,Kohika Stream,1491110,Kohika Stream,704
102593,9,2014,Kohika Stream,1491110,Kohika Stream,704
102594,9,2014,Kohika Stream,1491110,Kohika Stream,704
102595,9,2014,Kohika Stream,1491110,Kohika Stream,704
102596,9,2014,Kohika Stream,1491110,Kohika Stream,704
102597,9,2014,Kohika Stream,1491110,Kohika Stream,704
102598,9,2014,Kohika Stream,1491110,Kohika Stream,704
102599,9,2014,Kohika Stream,1491110,Kohika Stream,704
102600,9,2014,Kohika Stream,1491110,Kohika Stream,704
102601,9,2014,Kohika Stream,1491111,Horseshoe Bend Stream,704
102602,9,2014,Kohika Stream,1491111,Horseshoe Bend Stream,704
102603,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102604,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102605,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102606,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102607,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102608,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102609,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102610,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102611,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102612,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102613,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102614,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102615,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704
102674,7,2014,Waitaki River,1491136,Waitaki River tributary wetland 3,711
102516,5,2015,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
102521,6,2015,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688
102522,6,2015,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688
102529,6,2015,Morven Drain,1491126,Dog Kennel Stream,710.02
102530,6,2015,Morven Drain,1491126,Dog Kennel Stream,710.02
102531,6,2015,Morven Drain,1491126,Dog Kennel Stream,710.02
102534,6,2015,Waitaki River,1491135,Waitaki River tributary wetland 2,711
102547,5,2015,Avon River,1491030,Avon River pond (Translocation),666
102551,5,2015,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
102552,5,2015,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
102553,5,2015,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
103442,10,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
103475,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103476,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103477,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103478,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103479,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103480,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103481,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103483,11,2015,Selwyn River,1491045,Blacks Stream,680.05
103484,11,2015,Selwyn River,1491045,Blacks Stream,680.05
103485,11,2015,Selwyn River,1491045,Blacks Stream,680.05
103486,11,2015,Selwyn River,1491045,Blacks Stream,680.05
103487,11,2015,Selwyn River,1491045,Blacks Stream,680.05
103488,6,2015,Ashley River,1491002,Taranaki Stream tributary wetland (pre Pegasus town),662
103489,6,2015,Ashley River,1491002,Taranaki Stream tributary wetland (pre Pegasus town),662
103496,5,2015,Avon River,1491030,Avon River pond (Translocation),666
103497,6,2015,Selwyn River,1491043,Hororata River 2,680.04
103503,8,2015,Hinds River,1491090,Hinds River North Branch tributary 1,691.01
103510,8,2015,Waimakariri River,1491013,Mounseys Stream tributary 1,664.06
103511,8,2015,Waimakariri River,1491017,Mounseys Stream tributary 5,664.063
103512,8,2015,Waimakariri River,1491021,Mounseys Stream,664.063
103513,8,2015,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
103515,8,2015,Selwyn River,1491031,Selwyn River tributary 1,680
103516,8,2015,Selwyn River,1491033,Selwyn River tributary 3,680
103517,8,2015,Selwyn River,1491037,Hororata River tributary 3,680.04
103518,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04
103519,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04
103520,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04
103521,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04
103522,7,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
103523,7,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
103524,7,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
103525,8,2015,Selwyn River,1491042,Cordys Stream,680.04
103526,8,2015,Selwyn River,1491043,Hororata River 2,680.04
103527,8,2015,Selwyn River,1491043,Hororata River 2,680.04
103528,8,2015,Selwyn River,1491043,Hororata River 2,680.04
103529,7,2015,Selwyn River,1491044,Nelsons Road Water Race,680.04
103530,8,2015,Selwyn River,1491045,Blacks Stream,680.05
103531,8,2015,Selwyn River,1491046,Waianiwaniwa River tributary 1,680.05
103532,8,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
103533,8,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
103534,8,2015,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05
103535,8,2015,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
103536,8,2015,Selwyn River,1491048,Waianiwaniwa River tributary 2,680.05
103537,8,2015,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
103538,8,2015,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
103539,8,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
103540,8,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103541,8,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
103542,8,2015,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
103543,8,2015,Selwyn River,1491057,Coalgate water race,680
103544,8,2015,Selwyn River,1491057,Coalgate water race,680
103545,8,2015,Selwyn River,1491058,Selwyn River tributary 6,680
103546,8,2015,Selwyn River,1491058,Selwyn River tributary 6,680
103547,8,2015,Selwyn River,1491059,Wairiri Stream,680.07
103548,8,2015,Selwyn River,1491059,Wairiri Stream,680
103549,8,2015,Selwyn River,1491059,Wairiri Stream,680
103550,8,2015,Selwyn River,1491060,Glendore Stream,680.08
103551,8,2015,Selwyn River,1491060,Glendore Stream,680.08
103552,8,2015,Selwyn River,1491060,Glendore Stream,680
103553,8,2015,Ashburton River,1491068,Ashburton River tributary drain,688
103554,8,2015,Ashburton River,1491068,Ashburton River tributary drain,688
103555,8,2015,Longbeach,1491080,Unnamed stream Eiffleton,690
103556,8,2015,Longbeach,1491080,Unnamed stream Eiffleton,690
103557,8,2015,Longbeach,1491082,Unnamed drain Windermere Road,690
103558,8,2015,Longbeach,1491082,Unnamed drain Windermere Road,690
103559,8,2015,Hinds River,1491083,Unnamed drain Maronan Valetta Road,691
103560,8,2015,Hinds River,1491084,Hinds River tributary 1,691
103561,8,2015,Hinds River,1491084,Hinds River tributary 1,691
103562,8,2015,Hinds River,1491084,Hinds River tributary 1,691
103563,8,2015,Hinds River,1491086,Hinds River tributary 2,691
103564,8,2015,Hinds River,1491087,Hinds River tributary 3,691
103565,8,2015,Hinds River,1491087,Hinds River tributary 3,691
103566,8,2015,Hinds River,1491090,Hinds River North Branch tributary 1,691.01
103567,8,2015,Hinds River,1491092,Hinds River North Branch tributary wetland 2,691.01
103568,8,2015,Hinds River,1491091,Hinds River North Branch tributary wetland 1,691
103569,8,2015,Dobsons Drain,1491093,Unnamed wetland Wairuna,692
103570,8,2015,Selwyn River,1491031,Selwyn River tributary 1,680
103661,10,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
103662,10,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
103663,10,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
104878,12,2015,Waimakariri River,1491015,Mounseys Stream tributary 3,664.063
104879,9,2015,Pegasus,1491005,Taranaki Stream tributary 2 (Translocation),663
106678,10,2015,Selwyn River,1491043,Hororata River 2,680.04
109023,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04
109025,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04
109028,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04
112445,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
112446,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
112447,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
112448,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
112450,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
112451,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
112452,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
112453,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04
112454,11,2015,Sewlyn River,1491040,Hororata River tributary 6,680.04
106018,3,2016,Waimakariri River,1491013,Mounseys Stream tributary 1,664.06
106050,4,2016,Woodend Beach,1491005,Taranaki Stream tributary 2 (Translocation),663
106051,4,2016,Pegasus,1491005,Taranaki Stream tributary 2 (Translocation),663
106052,4,2016,Pegasus,1491005,Taranaki Stream tributary 2 (Translocation),663
106416,4,2016,Waimakariri River,1491011,Unnamed wetland Coopers Creek,664.062
106489,3,2016,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network,683
106661,6,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
106662,6,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
106663,6,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
107121,8,2016,Selwyn River,1491059,Wairiri Stream,680.07
107122,8,2016,Selwyn River,1491059,Wairiri Stream,680.07
107123,8,2016,Selwyn River,1491059,Wairiri Stream,680.07
109019,6,2016,Morven Drain,1491126,Dog Kennel Stream,710.02
109020,6,2016,Morven Drain,1491126,Dog Kennel Stream,710.02
109021,6,2016,Morven Drain,1491126,Dog Kennel Stream,710.02
109022,8,2016,Avon River,1491030,Avon River pond (Translocation),666
109026,8,2016,Selwyn River,1491038,Hororata River tributary 4,680.04
109027,8,2016,Selwyn River,1491038,Hororata River tributary 4,680.04
109029,7,2016,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
109030,6,2016,Waitaki River,1491135,Waitaki River tributary wetland 2,711
112054,6,2016,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688
112055,6,2016,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688
200003,5,2016,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
200004,5,2016,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
200005,5,2016,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
110527,2,2017,Hurunui River,1491001,Waikari River tributary (Translocation),651.06
111148,6,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02
111150,6,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02
111679,6,2017,Makikihi,1491114,Unnamed stream Makikihi 2,706.5
111684,6,2017,Makikihi,1491114,Unnamed stream Makikihi 2,706.5
111689,6,2017,Makikihi,1491114,Unnamed stream Makikihi 2,706.5
111693,6,2017,Makikihi,1491114,Unnamed stream Makikihi 2,706.5
112547,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112548,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112549,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112550,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112551,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112552,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112553,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112554,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112555,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704
112556,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02
112557,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02
112558,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02
112559,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02
112560,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02
112910,2,2017,Kohika Stream,1491111,Horseshoe Bend Stream,704
112920,2,2017,Wainono Lagoon,1491118,Waituna Stream,707.01
200000,7,2017,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
200001,5,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
200002,5,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
200006,6,2017,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
200007,6,2017,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
200008,6,2017,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
200009,7,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
27536,8,2018,Hinds Drains,1491141,Twenty-One Drain,692
27538,8,2018,Hinds Drains,1491141,Twenty-One Drain,692
27539,8,2018,Hinds Drains,1491093,Unnamed wetland Wairuna,692
113350,3,2018,Selwyn River,1491042,Cordys Stream,680.04
113355,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666
113356,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666
113357,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666
113358,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666
113359,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666
113360,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666
113361,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666
113362,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666
113654,4,2018,Selwyn River,1491043,Hororata River 2,680
113655,4,2018,Selwyn River,1491043,Hororata River 2,680
113702,3,2018,Unnamed stream,1491114,Unnamed stream Makikihi 2,706.5
113703,3,2018,Unnamed stream,1491113,Unnamed stream Makikihi 1,706.5
113704,3,2018,Unnamed stream,1491113,Unnamed stream Makikihi 1,706.5
113896,5,2018,Selwyn River,1491140,Selwyn River tributary 5,680
113897,5,2018,Selwyn River,1491140,Selwyn River tributary 5,680
27513,9,2019,Pareora River,1491103,Pareora River tributary 3,701
27516,8,2019,Pareora River,1491142,Pareora River tributary 4,702
115767,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
115770,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
115771,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
115772,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
115773,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
115774,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
116228,6,2019,Temuka River,1491094,Rangatira Creek,696.024
116229,6,2019,Pareora River,1491104,Gordons Stream,701.02
116230,6,2019,Pareora River,1491104,Gordons Stream,701.02
116232,6,2019,Pareora River,1491103,Pareora River tributary 3,701
116418,7,2019,Ashley River,1491003,Taranaki Stream tributary 1,662
116420,7,2019,Ashley River,1491003,Taranaki Stream tributary 1,662
116424,5,2019,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network,683
116425,5,2019,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network,683
116426,5,2019,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network, 
116427,5,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
116428,5,2019,Selwyn River,1491045,Blacks Stream,680.05
116429,5,2019,Selwyn River,1491045,Blacks Stream, 
116443,5,2019,Selwyn River,1491047,Waianiwaniwa River,680.05
116444,5,2019,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
116446,5,2019,Selwyn River,1491040,Hororata River tributary 6,680.04
116898,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116900,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116901,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116902,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116903,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116904,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116905,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116906,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116908,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116909,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116911,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116912,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116913,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116914,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116915,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
116916,9,2019,Pareora River,1491105,Taiko Stream (Translocation),701.04
3417,,,Morven Drain,1491125,Unnamed stream Morven 3,710.01
50004,,,Waimakariri River,1491007,Cust River tributary,664.044
117228,4,2019,Waitaki River,1491139,Waitaki River tributary 2,711.031
117710,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117711,10,2016,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117714,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117715,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117716,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117717,10,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117718,10,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117719,10,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117720,11,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117722,11,2016,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
117723,11,2016,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117724,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117726,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117727,11,2016,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117728,11,2016,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05
117729,11,2016,Selwyn River,1491043,Hororata River 2,680.04
117730,11,2016,Selwyn River,1491042,Cordys Stream,680.04
117731,11,2016,Selwyn River,1491043,Hororata River 2,680.04
117734,11,2016,Selwyn River,1491040,Hororata River tributary 6,680.04
117736,11,2016,Selwyn River,1491040,Hororata River tributary 6,680.04
117737,11,2016,Selwyn River,1491040,Hororata River tributary 6,680.04
117738,11,2016,Selwyn River,1491038,Hororata River tributary 4,680.04
117739,11,2016,Selwyn River,1491038,Hororata River tributary 4,680.04
117740,11,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117741,11,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117742,11,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117743,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117744,12,2015,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117745,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117746,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117747,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117748,12,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
